"z_number","fish_id","dna_collected_y_n","unique_plate_id","well_id","date_of_birth","date_of_beh_testing","cross_no","mother","father","gender","ld_choice_index","thigmotaxis_index","entry_to_dark_center_point_frequency","entry_to_light_center_point_frequency","ave_duration_dark_entry_cum_duration_frequency_seconds","ave_duration_light_entry_cum_duration_frequency_seconds","latency_to_enter_dark_latency_to_first","latency_to_enter_light_latency_to_first","flexibility_ci_last_30s_ci_first_30s","variance_of_bin_ci_during_test_period","speed_in_dark_center_point_mean","speed_in_light_center_point_mean","ld_ci_ltli_trial12","ld_ci_ltli_trial23","ld_ci_ltli_trial34","homeostatic_learning","ucsd_genotyping_age","rfid"
"Z2622","20191209-Plate1-1A","N","20191209-Plate1","1A","20191204","20191210-20191211",1,"Z2622-F1","Z2622-M1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1A"
"Z2622","20191209-Plate1-1B","Y","20191209-Plate1","1B","20191204","20191210-20191211",1,"Z2622-F1","Z2622-M1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1B"
"Z2622","20191209-Plate1-1C","N","20191209-Plate1","1C","20191204","20191210-20191211",1,"Z2622-F1","Z2622-M1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1C"
"Z2622","20191209-Plate1-1D","Y","20191209-Plate1","1D","20191204","20191210-20191211",1,"Z2622-F1","Z2622-M1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1D"
"Z2622","20191209-Plate1-1E","Y","20191209-Plate1","1E","20191204","20191210-20191211",1,"Z2622-F1","Z2622-M1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1E"
"Z2622","20191209-Plate1-1F","Y","20191209-Plate1","1F","20191204","20191210-20191211",1,"Z2622-F1","Z2622-M1","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1F"
"Z2622","20191209-Plate1-1G","Y","20191209-Plate1","1G","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1G"
"Z2622","20191209-Plate1-1H","Y","20191209-Plate1","1H","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_1H"
"Z2622","20191209-Plate1-2A","Y","20191209-Plate1","2A","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2A"
"Z2622","20191209-Plate1-2B","Y","20191209-Plate1","2B","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2B"
"Z2622","20191209-Plate1-2C","Y","20191209-Plate1","2C","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2C"
"Z2622","20191209-Plate1-2D","Y","20191209-Plate1","2D","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2D"
"Z2622","20191209-Plate1-2E","Y","20191209-Plate1","2E","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2E"
"Z2622","20191209-Plate1-2F","Y","20191209-Plate1","2F","20191204","20191210-20191211",3,"Z2622-F3","Z2622-M3","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2F"
"Z2622","20191209-Plate1-2G","Y","20191209-Plate1","2G","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2G"
"Z2622","20191209-Plate1-2H","Y","20191209-Plate1","2H","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_2H"
"Z2622","20191209-Plate1-3A","Y","20191209-Plate1","3A","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3A"
"Z2622","20191209-Plate1-3B","Y","20191209-Plate1","3B","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3B"
"Z2622","20191209-Plate1-3C","Y","20191209-Plate1","3C","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3C"
"Z2622","20191209-Plate1-3D","Y","20191209-Plate1","3D","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3D"
"Z2622","20191209-Plate1-3E","Y","20191209-Plate1","3E","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3E"
"Z2622","20191209-Plate1-3F","Y","20191209-Plate1","3F","20191204","20191210-20191211",5,"Z2622-F5","Z2622-M5","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3F"
"Z2622","20191209-Plate1-3G","Y","20191209-Plate1","3G","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3G"
"Z2622","20191209-Plate1-3H","Y","20191209-Plate1","3H","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_3H"
"Z2622","20191209-Plate1-4A","Y","20191209-Plate1","4A","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4A"
"Z2622","20191209-Plate1-4B","Y","20191209-Plate1","4B","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4B"
"Z2622","20191209-Plate1-4C","Y","20191209-Plate1","4C","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4C"
"Z2622","20191209-Plate1-4D","Y","20191209-Plate1","4D","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4D"
"Z2622","20191209-Plate1-4E","Y","20191209-Plate1","4E","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4E"
"Z2622","20191209-Plate1-4F","Y","20191209-Plate1","4F","20191204","20191210-20191211",7,"Z2622-F7","Z2622-M7","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4F"
"Z2622","20191209-Plate1-4G","Y","20191209-Plate1","4G","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4G"
"Z2622","20191209-Plate1-4H","Y","20191209-Plate1","4H","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_4H"
"Z2622","20191209-Plate1-5A","Y","20191209-Plate1","5A","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5A"
"Z2622","20191209-Plate1-5B","Y","20191209-Plate1","5B","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5B"
"Z2622","20191209-Plate1-5C","Y","20191209-Plate1","5C","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5C"
"Z2622","20191209-Plate1-5D","Y","20191209-Plate1","5D","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5D"
"Z2622","20191209-Plate1-5E","Y","20191209-Plate1","5E","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5E"
"Z2622","20191209-Plate1-5F","Y","20191209-Plate1","5F","20191204","20191210-20191211",9,"Z2622-F9","Z2622-M9","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5F"
"Z2622","20191209-Plate1-5G","Y","20191209-Plate1","5G","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5G"
"Z2622","20191209-Plate1-5H","Y","20191209-Plate1","5H","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_5H"
"Z2622","20191209-Plate1-6A","Y","20191209-Plate1","6A","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6A"
"Z2622","20191209-Plate1-6B","Y","20191209-Plate1","6B","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6B"
"Z2622","20191209-Plate1-6C","Y","20191209-Plate1","6C","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6C"
"Z2622","20191209-Plate1-6D","Y","20191209-Plate1","6D","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6D"
"Z2622","20191209-Plate1-6E","Y","20191209-Plate1","6E","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6E"
"Z2622","20191209-Plate1-6F","Y","20191209-Plate1","6F","20191204","20191210-20191211",10,"Z2622-F10","Z2622-M10","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6F"
"Z2622","20191209-Plate1-6G","Y","20191209-Plate1","6G","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6G"
"Z2622","20191209-Plate1-6H","Y","20191209-Plate1","6H","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_6H"
"Z2622","20191209-Plate1-7A","Y","20191209-Plate1","7A","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7A"
"Z2622","20191209-Plate1-7B","Y","20191209-Plate1","7B","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7B"
"Z2622","20191209-Plate1-7C","Y","20191209-Plate1","7C","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7C"
"Z2622","20191209-Plate1-7D","Y","20191209-Plate1","7D","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7D"
"Z2622","20191209-Plate1-7E","Y","20191209-Plate1","7E","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7E"
"Z2622","20191209-Plate1-7F","Y","20191209-Plate1","7F","20191204","20191210-20191211",11,"Z2622-F11","Z2622-M11","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7F"
"Z2622","20191209-Plate1-7G","Y","20191209-Plate1","7G","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7G"
"Z2622","20191209-Plate1-7H","Y","20191209-Plate1","7H","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_7H"
"Z2622","20191209-Plate1-8A","Y","20191209-Plate1","8A","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8A"
"Z2622","20191209-Plate1-8B","Y","20191209-Plate1","8B","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8B"
"Z2622","20191209-Plate1-8C","Y","20191209-Plate1","8C","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8C"
"Z2622","20191209-Plate1-8D","Y","20191209-Plate1","8D","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8D"
"Z2622","20191209-Plate1-8E","Y","20191209-Plate1","8E","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8E"
"Z2622","20191209-Plate1-8F","N","20191209-Plate1","8F","20191204","20191210-20191211",12,"Z2622-F12","Z2622-M12","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8F"
"Z2622","20191209-Plate1-8G","N","20191209-Plate1","8G","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8G"
"Z2622","20191209-Plate1-8H","Y","20191209-Plate1","8H","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_8H"
"Z2622","20191209-Plate1-9A","Y","20191209-Plate1","9A","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9A"
"Z2622","20191209-Plate1-9B","Y","20191209-Plate1","9B","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9B"
"Z2622","20191209-Plate1-9C","N","20191209-Plate1","9C","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9C"
"Z2622","20191209-Plate1-9D","Y","20191209-Plate1","9D","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9D"
"Z2622","20191209-Plate1-9E","Y","20191209-Plate1","9E","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9E"
"Z2622","20191209-Plate1-9F","Y","20191209-Plate1","9F","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9F"
"Z2622","20191209-Plate1-9G","N","20191209-Plate1","9G","20191204","20191210-20191211",14,"Z2622-F14","Z2622-M14","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9G"
"Z2622","20191209-Plate1-9H","Y","20191209-Plate1","9H","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_9H"
"Z2622","20191209-Plate1-10A","Y","20191209-Plate1","10A","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10A"
"Z2622","20191209-Plate1-10B","Y","20191209-Plate1","10B","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10B"
"Z2622","20191209-Plate1-10C","Y","20191209-Plate1","10C","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10C"
"Z2622","20191209-Plate1-10D","Y","20191209-Plate1","10D","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10D"
"Z2622","20191209-Plate1-10E","Y","20191209-Plate1","10E","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10E"
"Z2622","20191209-Plate1-10F","Y","20191209-Plate1","10F","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10F"
"Z2622","20191209-Plate1-10G","Y","20191209-Plate1","10G","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10G"
"Z2622","20191209-Plate1-10H","Y","20191209-Plate1","10H","20191204","20191210-20191211",15,"Z2622-F15","Z2622-M15","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_10H"
"Z2622","20191209-Plate1-11A","Y","20191209-Plate1","11A","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11A"
"Z2622","20191209-Plate1-11B","Y","20191209-Plate1","11B","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11B"
"Z2622","20191209-Plate1-11C","Y","20191209-Plate1","11C","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11C"
"Z2622","20191209-Plate1-11D","Y","20191209-Plate1","11D","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11D"
"Z2622","20191209-Plate1-11E","Y","20191209-Plate1","11E","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11E"
"Z2622","20191209-Plate1-11F","Y","20191209-Plate1","11F","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11F"
"Z2622","20191209-Plate1-11G","Y","20191209-Plate1","11G","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11G"
"Z2622","20191209-Plate1-11H","Y","20191209-Plate1","11H","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_11H"
"Z2622","20191209-Plate1-12A","Y","20191209-Plate1","12A","20191204","20191210-20191211",16,"Z2622-F16","Z2622-M16","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12A"
"Z2622","20191209-Plate1-12B","Y","20191209-Plate1","12B","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12B"
"Z2622","20191209-Plate1-12C","Y","20191209-Plate1","12C","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12C"
"Z2622","20191209-Plate1-12D","Y","20191209-Plate1","12D","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12D"
"Z2622","20191209-Plate1-12E","Y","20191209-Plate1","12E","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12E"
"Z2622","20191209-Plate1-12F","Y","20191209-Plate1","12F","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12F"
"Z2622","20191209-Plate1-12G","Y","20191209-Plate1","12G","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12G"
"Z2622","20191209-Plate1-12H","Y","20191209-Plate1","12H","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate1_12H"
"Z2622","20191209-Plate2-1A","Y","20191209-Plate2","1A","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1A"
"Z2622","20191209-Plate2-1B","Y","20191209-Plate2","1B","20191204","20191210-20191211",17,"Z2622-F17","Z2622-M17","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1B"
"Z2622","20191209-Plate2-1C","N","20191209-Plate2","1C","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1C"
"Z2622","20191209-Plate2-1D","Y","20191209-Plate2","1D","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1D"
"Z2622","20191209-Plate2-1E","Y","20191209-Plate2","1E","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1E"
"Z2622","20191209-Plate2-1F","Y","20191209-Plate2","1F","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1F"
