"z_number","fish_id","dna_collected_y_n","unique_plate_id","well_id","date_of_birth","date_of_beh_testing","cross_no","mother","father","gender","ld_choice_index","thigmotaxis_index","entry_to_dark_center_point_frequency","entry_to_light_center_point_frequency","ave_duration_dark_entry_cum_duration_frequency_seconds","ave_duration_light_entry_cum_duration_frequency_seconds","latency_to_enter_dark_latency_to_first","latency_to_enter_light_latency_to_first","flexibility_ci_last_30s_ci_first_30s","variance_of_bin_ci_during_test_period","speed_in_dark_center_point_mean","speed_in_light_center_point_mean","ld_ci_ltli_trial12","ld_ci_ltli_trial23","ld_ci_ltli_trial34","homeostatic_learning","ucsd_genotyping_age","rfid"
"Z2622","20201124-Plate2-11A","Y","20201124-Plate2","11A","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.356","-0.350",4.8,5.3,32.264,76.058,106.279,0,"1.000",0.124,"2.544",1.3,0.599,0.081,1.972,"SSH",NA,"20201124_Plate2_11A"
"Z2622","20201124-Plate2-11B","Y","20201124-Plate2","11B","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.715","-0.666",7.3,7.8,4.601,252.117,252.179,0,"0.416",0.027,"2.943",3.043,1.752,1.159,0.994,"HHS",NA,"20201124_Plate2_11B"
"Z2622","20201124-Plate2-11C","Y","20201124-Plate2","11C","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.635","-0.935",8.8,8.3,9.934,58.631,37.645,0,"0.232",0.048,"4.442",3.159,1,2,0.692,"NHS",NA,"20201124_Plate2_11C"
"Z2622","20201124-Plate2-11D","Y","20201124-Plate2","11D","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.709","-0.697",5.8,5.8,12.36,173.995,285.346,0,"0.964",0.093,"3.480",3.577,1.295,0.378,1.522,"HSH",NA,"20201124_Plate2_11D"
"Z2622","20201124-Plate2-11E","Y","20201124-Plate2","11E","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.398","-0.711",10,10,14.204,38.472,110.3,0,"0.288",0.091,"3.053",2.71,1.237,0.205,0.971,"HSS",NA,"20201124_Plate2_11E"
"Z2622","20201124-Plate2-11F","Y","20201124-Plate2","11F","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.403","-0.722",12.3,12.5,11.486,31.237,87.444,0,"1.127",0.156,"4.135",3.97,0.799,1.553,1.138,"SHH",NA,"20201124_Plate2_11F"
"Z2622","20201124-Plate2-11G","Y","20201124-Plate2","11G","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.069","-0.837",19,19,12.246,13.822,39.038,0,"1.280",0.212,"3.288",3.81,1.081,1.195,0.412,"HHS",NA,"20201124_Plate2_11G"
"Z2622","20201124-Plate2-11H","Y","20201124-Plate2","11H","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.795","-0.865",4.3,5.3,15.139,103.397,317.436,0,"0.912",0.1,"4.036",2.987,0.827,1.004,0.898,"SHS",NA,"20201124_Plate2_11H"
"Z2622","20201124-Plate2-12A","Y","20201124-Plate2","12A","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.587","-0.812",7,7.5,21.257,87.224,127.825,0,"0.622",0.082,"3.091",3.156,1.275,0.739,1.022,"HSH",NA,"20201124_Plate2_12A"
"Z2622","20201124-Plate2-12B","Y","20201124-Plate2","12B","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.593","-0.430",11.3,12,9.694,61.229,117.882,0,"0.317",0.044,"3.540",2.679,1.484,0.373,0.922,"HSS",NA,"20201124_Plate2_12B"
"Z2622","20201124-Plate2-12C","Y","20201124-Plate2","12C","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.427","-0.959",14,14.3,10.228,25.427,89.388,0,"0.777",0.122,"3.952",3.771,1.153,0.978,0.097,"HSS",NA,"20201124_Plate2_12C"
"Z2622","20201124-Plate2-12D","Y","20201124-Plate2","12D","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.369","-0.781",21.8,19.8,7.801,18.646,37.37,0.3,"0.499",0.134,"6.989",5.682,1.094,0.793,1.362,"HSH",NA,"20201124_Plate2_12D"
"Z2622","20201124-Plate2-12E","Y","20201124-Plate2","12E","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.622","-0.650",9.5,9.8,8.753,63.941,33.049,1.101,"0.494",0.081,"6.372",3.195,1.474,0.65,1.194,"HSH",NA,"20201124_Plate2_12E"
"Z2622","20201124-Plate2-12F","Y","20201124-Plate2","12F","20201118","20201124-20201125",24,"Z2860-F49","Z3030-M49b",NA,"-0.560","-0.503",8.3,9,13.891,56.291,70.847,0,"0.831",0.098,"2.178",2.057,0.103,1.834,1.119,"SHH",NA,"20201124_Plate2_12F"
"Z2622","20201208-Plate1-1A","Y","20201208-Plate1","1A","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.866","-0.591",3,3.8,5.378,274.68,321.229,0,"0.765",0.046,"2.547",1.869,0,1,2,"SNH",NA,"20201208_Plate1_1A"
"Z2622","20201208-Plate1-1B","Y","20201208-Plate1","1B","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.719","-0.743",3,4,16.851,178.519,294.379,0,"0.648",0.076,"2.686",1.506,1.577,0,2,"HSH",NA,"20201208_Plate1_1B"
"Z2622","20201208-Plate1-1C","Y","20201208-Plate1","1C","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.933","-0.812",2,3,5.557,220.309,319.428,0,"0.736",0.038,"3.337",1.404,0.133,0,2,"SSH",NA,"20201208_Plate1_1C"
"Z2622","20201208-Plate1-1D","Y","20201208-Plate1","1D","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.636","-0.389",4.8,5,45.78,166.821,63.462,38.771,"-0.579",0.088,"1.763",1.972,1.63,0.942,0.352,"HSS",NA,"20201208_Plate1_1D"
"Z2622","20201208-Plate1-1E","Y","20201208-Plate1","1E","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.408","-0.898",4.5,4,29.683,118.739,106.112,3.145,"0.621",0.146,"1.890",1.915,1.212,0.255,1.41,"HSH",NA,"20201208_Plate1_1E"
"Z2622","20201208-Plate1-1F","Y","20201208-Plate1","1F","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.510","-0.270",8.5,8.5,12.518,60.625,86.351,0,"0.594",0.095,"2.440",1.916,0.792,0.378,1.346,"SSH",NA,"20201208_Plate1_1F"
"Z2622","20201208-Plate1-1G","Y","20201208-Plate1","1G","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.305","-0.611",7,7.8,26.391,58.902,151.999,0,"0.941",0.101,"2.218",2.066,0.802,0.5,1.831,"SSH",NA,"20201208_Plate1_1G"
"Z2622","20201208-Plate1-1H","Y","20201208-Plate1","1H","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.520","-0.921",6.8,7,17.401,72.473,131.337,0,"1.155",0.231,"2.783",2.229,0.785,0.102,1.925,"SSH",NA,"20201208_Plate1_1H"
"Z2622","20201208-Plate1-2A","Y","20201208-Plate1","2A","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.880","-0.870",4,4,4.079,270.712,147.243,0,"0.191",0.01,"3.086",1.931,1.974,0,2,"HSH",NA,"20201208_Plate1_2A"
"Z2622","20201208-Plate1-2B","Y","20201208-Plate1","2B","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.318","-0.886",4.5,5.3,29.14,152.878,240.668,0,"0.446",0.227,"2.722",1.649,1.6,0,2,"HSH",NA,"20201208_Plate1_2B"
"Z2622","20201208-Plate1-2C","Y","20201208-Plate1","2C","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.583","-0.886",3.5,3.3,23.439,246.682,142.447,36.577,"-0.380",0.098,"1.319",1.343,2,1.236,1.432,"HHH",NA,"20201208_Plate1_2C"
"Z2622","20201208-Plate1-2D","Y","20201208-Plate1","2D","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.472","-0.946",8.3,8.3,17.594,79.589,31.181,6.206,"-0.347",0.047,"2.411",2.092,1.496,0.444,1.518,"HSH",NA,"20201208_Plate1_2D"
"Z2622","20201208-Plate1-2E","Y","20201208-Plate1","2E","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.865","-0.560",1.5,2,19.336,267.977,220.116,0,"0.000",0.035,"2.175",1.176,1.906,0.076,1.982,"HSH",NA,"20201208_Plate1_2E"
"Z2622","20201208-Plate1-2F","Y","20201208-Plate1","2F","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.736","-0.846",3.8,3.8,12.44,192.976,249.994,0.017,"0.667",0.061,"2.306",1.949,1.037,0,2,"HSH",NA,"20201208_Plate1_2F"
"Z2622","20201208-Plate1-2G","Y","20201208-Plate1","2G","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.686","-0.744",5.5,5.5,18.058,97.135,58.808,10.936,"-0.210",0.039,"2.110",1.733,0.75,1.116,0.92,"SHS",NA,"20201208_Plate1_2G"
"Z2622","20201208-Plate1-2H","Y","20201208-Plate1","2H","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.666","-0.811",5.5,5.5,9.985,118.235,183.371,0,"0.878",0.086,"2.384",1.785,0.045,1.1,1.918,"SHH",NA,"20201208_Plate1_2H"
"Z2622","20201208-Plate1-3A","Y","20201208-Plate1","3A","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.862","-0.975",1.8,2.8,4.728,370.863,378.577,0,"0.000",0.022,"3.411",1.743,1,1,2,"NNH",NA,"20201208_Plate1_3A"
"Z2622","20201208-Plate1-3B","Y","20201208-Plate1","3B","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.986","-0.654",0.5,1.3,1.7,418.3,418.032,0,"0.000",0.003,"4.046",0.881,0,1,1,"SNN",NA,"20201208_Plate1_3B"
"Z2622","20201208-Plate1-3C","Y","20201208-Plate1","3C","20201202","20201208-20201209",1,"Z2622-F1a","Z3030-M23c",NA,"-0.862","-0.868",2.5,3.5,8.134,228.965,312.238,0,"0.530",0.024,"2.833",2.104,0.061,0,2,"SSH",NA,"20201208_Plate1_3C"
"Z2622","20201208-Plate1-3D","Y","20201208-Plate1","3D","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.821","-0.960",7.5,8.3,3.951,152.885,163.543,0,"0.161",0.019,"5.066",2.584,1.683,0,2,"HSH",NA,"20201208_Plate1_3D"
"Z2622","20201208-Plate1-3E","Y","20201208-Plate1","3E","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.884","-0.854",1.8,2.5,11.149,256.343,303.788,0,"0.500",0.027,"3.404",2.288,0.803,0,2,"SSH",NA,"20201208_Plate1_3E"
"Z2622","20201208-Plate1-3F","Y","20201208-Plate1","3F","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.952","-0.540",2.3,2.8,2.596,291.404,327.728,0,"0.117",0.007,"3.129",1.864,0.948,0,1,"SSN",NA,"20201208_Plate1_3F"
"Z2622","20201208-Plate1-3G","Y","20201208-Plate1","3G","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.570","-0.253",14.8,16.5,6.56,27.877,56.764,0,"0.337",0.031,"3.635",3.415,1.153,0.778,0.482,"HSS",NA,"20201208_Plate1_3G"
"Z2622","20201208-Plate1-3H","Y","20201208-Plate1","3H","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.744","-0.825",8.8,9.5,5.823,159.996,211.148,0,"0.548",0.074,"2.499",2.385,0.486,0,2,"SSH",NA,"20201208_Plate1_3H"
"Z2622","20201208-Plate1-4A","Y","20201208-Plate1","4A","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.751","-0.585",8.8,8.5,7.08,64.905,147.236,0,"0.458",0.035,"2.672",2.508,1.182,0.663,1.613,"HSH",NA,"20201208_Plate1_4A"
"Z2622","20201208-Plate1-4B","Y","20201208-Plate1","4B","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.788","-0.779",5.3,5.5,6.752,181.85,180.293,0,"0.072",0.038,"3.417",1.837,1.686,0.012,1.887,"HSH",NA,"20201208_Plate1_4B"
"Z2622","20201208-Plate1-4C","Y","20201208-Plate1","4C","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.799","-0.672",7.3,7,6.201,117.059,108.223,0.2,"0.040",0.029,"3.364",2.696,1.066,0.142,1.063,"HSH",NA,"20201208_Plate1_4C"
"Z2622","20201208-Plate1-4D","Y","20201208-Plate1","4D","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.669","-0.741",6,6.5,10.276,157.111,190.177,0,"0.405",0.067,"2.552",1.931,0.888,0,2,"SSH",NA,"20201208_Plate1_4D"
"Z2622","20201208-Plate1-4E","Y","20201208-Plate1","4E","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.625","-0.213",6.5,6.3,51.01,115.94,52.093,45.361,"-0.129",0.053,"2.473",2.153,0.878,1.516,0.404,"SHS",NA,"20201208_Plate1_4E"
"Z2622","20201208-Plate1-4F","Y","20201208-Plate1","4F","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.620","-0.584",7.8,6,10.799,81.07,160.307,0,"1.019",0.127,"2.894",2.598,1.446,0.211,1.858,"HSH",NA,"20201208_Plate1_4F"
"Z2622","20201208-Plate1-4G","Y","20201208-Plate1","4G","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.480","-0.810",8,8,17.698,137.177,92.249,3.278,"0.015",0.08,"2.505",2.821,1.213,0.324,1.811,"HSH",NA,"20201208_Plate1_4G"
"Z2622","20201208-Plate1-4H","Y","20201208-Plate1","4H","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.878","-0.952",5.3,4.8,3.957,190.73,298.6,0,"0.199",0.015,"3.425",2.728,1.602,0,2,"HSH",NA,"20201208_Plate1_4H"
"Z2622","20201208-Plate1-5A","Y","20201208-Plate1","5A","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.792","-0.605",5,4.5,8.155,204.38,231.225,0,"0.363",0.044,"3.014",2.648,0.848,0,2,"SSH",NA,"20201208_Plate1_5A"
"Z2622","20201208-Plate1-5B","Y","20201208-Plate1","5B","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.626","-0.762",5.3,5.5,12.936,174.658,243.996,0,"0.693",0.066,"2.661",1.958,1.359,0,2,"HSH",NA,"20201208_Plate1_5B"
"Z2622","20201208-Plate1-5C","Y","20201208-Plate1","5C","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.773","-0.886",7.3,7.8,5.233,153.297,148.478,0,"-0.318",0.025,"4.492",2.645,0.757,0,2,"SSH",NA,"20201208_Plate1_5C"
"Z2622","20201208-Plate1-5D","Y","20201208-Plate1","5D","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.802","-0.645",10,9.5,3.205,190.651,246.682,0,"0.227",0.01,"5.982",2.78,1.01,0,2,"HSH",NA,"20201208_Plate1_5D"
"Z2622","20201208-Plate1-5E","Y","20201208-Plate1","5E","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.986","-0.924",1.3,1.8,1.394,338.623,418.717,0,"0.000",0.001,"2.607",1.885,1.036,0,1,"HSN",NA,"20201208_Plate1_5E"
"Z2622","20201208-Plate1-5F","Y","20201208-Plate1","5F","20201202","20201208-20201209",2,"Z2983-F2b","Z3078-M24c",NA,"-0.685","-0.579",12.8,12.5,5.602,58.509,86.259,6.273,"-0.385",0.038,"3.510",2.863,1.455,0.117,1.856,"HSH",NA,"20201208_Plate1_5F"
"Z2622","20201208-Plate1-5G","Y","20201208-Plate1","5G","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.863","-0.625",3.8,3.5,6.971,196.093,309.586,0,"0.143",0.022,"3.274",2.293,1.398,0.85,0,"HSS",NA,"20201208_Plate1_5G"
"Z2622","20201208-Plate1-5H","Y","20201208-Plate1","5H","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.492","-0.625",13,12.3,23.951,59.792,28.369,42.358,"-0.421",0.029,"1.882",2.28,1.607,0.838,0.645,"HSS",NA,"20201208_Plate1_5H"
"Z2622","20201208-Plate1-6A","Y","20201208-Plate1","6A","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.463","-0.673",9.5,8.5,14.14,42.492,69.476,3.462,"1.058",0.101,"1.982",2.22,1.373,0.51,1.574,"HSH",NA,"20201208_Plate1_6A"
"Z2622","20201208-Plate1-6B","Y","20201208-Plate1","6B","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.094","-0.237",10.5,10.3,125.544,32.66,124.305,107.555,"0.683",0.075,"1.906",1.97,1.113,1.424,0.22,"HHS",NA,"20201208_Plate1_6B"
"Z2622","20201208-Plate1-6C","Y","20201208-Plate1","6C","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.670","-0.739",4.8,4,12.534,198.457,187.917,0,"0.689",0.117,"1.859",1.486,1.25,0.974,0,"HSS",NA,"20201208_Plate1_6C"
"Z2622","20201208-Plate1-6D","Y","20201208-Plate1","6D","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.792","-0.874",5,5.3,6.312,175.688,235.688,0,"0.723",0.047,"2.812",2.144,0.092,0,2,"SSH",NA,"20201208_Plate1_6D"
"Z2622","20201208-Plate1-6E","Y","20201208-Plate1","6E","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.535","-0.617",6,5,25.383,89.942,13.13,41.082,"-0.918",0.152,"1.709",1.549,0.973,0.945,0.967,"SSS",NA,"20201208_Plate1_6E"
"Z2622","20201208-Plate1-6F","Y","20201208-Plate1","6F","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.909","-0.699",2.5,2.5,11.864,307.982,293.578,0,"0.146",0.063,"3.179",1.421,0.109,0,2,"SSH",NA,"20201208_Plate1_6F"
"Z2622","20201208-Plate1-6G","Y","20201208-Plate1","6G","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.703","-0.892",6.5,6.8,8.828,157.545,162.742,5.572,"-0.103",0.032,"2.645",2.105,0.765,0,2,"SSH",NA,"20201208_Plate1_6G"
"Z2622","20201208-Plate1-6H","Y","20201208-Plate1","6H","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.958","-0.908",2.8,3,3.152,217.037,278.68,0,"0.353",0.008,"3.909",2.213,1.333,0,2,"HSH",NA,"20201208_Plate1_6H"
"Z2622","20201208-Plate1-7A","Y","20201208-Plate1","7A","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.721","-0.838",7.3,7,7.02,105.063,148.445,0.726,"0.171",0.035,"2.887",2.925,1.844,0.076,1.936,"HSH",NA,"20201208_Plate1_7A"
"Z2622","20201208-Plate1-7B","Y","20201208-Plate1","7B","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.636","-0.842",11.5,10.3,7.089,52.497,166.221,42.25,"-0.667",0.104,"2.645",2.607,1.108,1.623,1.007,"HHH",NA,"20201208_Plate1_7B"
"Z2622","20201208-Plate1-7C","Y","20201208-Plate1","7C","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.917","-0.899",2.5,3.5,7.229,148.418,161.441,0,"0.404",0.027,"2.931",2.508,1.129,0.103,1.55,"HSH",NA,"20201208_Plate1_7C"
"Z2622","20201208-Plate1-7D","Y","20201208-Plate1","7D","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.799","-0.609",5,5.3,12.303,109.651,221.5,0,"0.390",0.035,"2.961",2.18,0.806,0.788,1.117,"SSH",NA,"20201208_Plate1_7D"
"Z2622","20201208-Plate1-7E","Y","20201208-Plate1","7E","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-1.000","-0.968",0,1,0,480,480,0,"0.000",0,NA,1.39,1,1,1,"NNN",NA,"20201208_Plate1_7E"
"Z2622","20201208-Plate1-7F","Y","20201208-Plate1","7F","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.414","-0.662",10,9.5,11.902,140.642,120.293,4.313,"0.366",0.111,"2.149",2.766,1.994,1.04,1.229,"HHH",NA,"20201208_Plate1_7F"
"Z2622","20201208-Plate1-7G","Y","20201208-Plate1","7G","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.599","-0.905",6.8,6,13.632,80.885,186.524,0,"1.051",0.15,"2.361",2.389,0.107,1.321,1.587,"SHH",NA,"20201208_Plate1_7G"
"Z2622","20201208-Plate1-7H","Y","20201208-Plate1","7H","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.921","-0.725",2.5,2.8,6.552,224.436,213.8,0,"0.000",0.016,"1.748",2.004,1.226,0.714,0,"HSS",NA,"20201208_Plate1_7H"
"Z2622","20201208-Plate1-8A","Y","20201208-Plate1","8A","20201202","20201208-20201209",6,"Z3029-F6b","Z2984-M28e",NA,"-0.782","-0.739",7.5,5.8,6.605,100.438,106.955,0,"0.255",0.039,"3.027",2.648,0.803,0.282,1.24,"SSH",NA,"20201208_Plate1_8A"
"Z2622","20201208-Plate1-8B","Y","20201208-Plate1","8B","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.831","-0.876",3,3.5,10.049,283.562,238.266,0,"0.282",0.029,"2.275",1.38,0.989,0.099,0,"SSS",NA,"20201208_Plate1_8B"
"Z2622","20201208-Plate1-8C","Y","20201208-Plate1","8C","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.475","-0.870",7,7,22.411,68.12,157.688,7.524,"0.224",0.175,"2.389",2.213,1.163,0.728,1.376,"HSH",NA,"20201208_Plate1_8C"
"Z2622","20201208-Plate1-8D","Y","20201208-Plate1","8D","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.682","-0.933",7,6.8,11.841,75.202,59.742,0.017,"0.274",0.074,"4.302",2.182,0.157,1.836,1.28,"SHH",NA,"20201208_Plate1_8D"
"Z2622","20201208-Plate1-8E","Y","20201208-Plate1","8E","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.839","-0.940",4.8,5.3,5.952,170.561,164.127,4.671,"-0.179",0.023,"3.276",1.971,1.252,0,2,"HSH",NA,"20201208_Plate1_8E"
"Z2622","20201208-Plate1-8F","Y","20201208-Plate1","8F","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.987","-0.950",0.8,1.3,2.794,417.206,379.762,0,"0.159",0.002,"3.046",1.307,2,0,2,"HSH",NA,"20201208_Plate1_8F"
"Z2622","20201208-Plate1-8G","Y","20201208-Plate1","8G","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.380","-0.947",7.3,7.3,21.18,80.772,39.605,9.626,"0.186",0.056,"2.088",2.373,0.931,0.45,1.698,"SSH",NA,"20201208_Plate1_8G"
"Z2622","20201208-Plate1-8H","Y","20201208-Plate1","8H","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.534","-0.915",9.8,10.3,13.614,56.093,127.124,0,"0.748",0.071,"3.217",3.087,0.7,0.99,1.429,"SSH",NA,"20201208_Plate1_8H"
"Z2622","20201208-Plate1-9A","Y","20201208-Plate1","9A","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.831","-0.886",2.3,2.5,20.186,300.3,408.525,0,"1.278",0.126,"2.724",2.803,1.793,0.534,1.389,"HSH",NA,"20201208_Plate1_9A"
"Z2622","20201208-Plate1-9B","Y","20201208-Plate1","9B","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.789","-0.897",0.5,1,50.624,429.376,280.323,50.341,"-0.500",0.062,"1.454",1.931,1.995,0,1,"HSN",NA,"20201208_Plate1_9B"
"Z2622","20201208-Plate1-9C","Y","20201208-Plate1","9C","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.872","-0.514",4.8,5,5.179,173.107,229.758,0,"0.274",0.023,"3.264",3.162,1.394,1.063,0,"HHS",NA,"20201208_Plate1_9C"
"Z2622","20201208-Plate1-9D","Y","20201208-Plate1","9D","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.985","-0.797",2.3,3,1.464,238.757,352.37,0,"0.075",0.001,"14.655",2.999,1.07,0,2,"HSH",NA,"20201208_Plate1_9D"
"Z2622","20201208-Plate1-9E","Y","20201208-Plate1","9E","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.873","-0.988",4,3.5,4.41,221.772,217.487,0,"0.052",0.018,"2.690",2.27,0,2,1.514,"SHH",NA,"20201208_Plate1_9E"
"Z2622","20201208-Plate1-9F","Y","20201208-Plate1","9F","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.516","-0.811",5.8,5.8,15.628,153.441,175.738,0,"0.267",0.079,"2.415",2.902,0,2,1.67,"SHH",NA,"20201208_Plate1_9F"
"Z2622","20201208-Plate1-9G","Y","20201208-Plate1","9G","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.867","-0.926",2,2.8,10.46,234.584,361.37,0,"0.667",0.057,"2.955",1.981,1.905,0,2,"HSH",NA,"20201208_Plate1_9G"
"Z2622","20201208-Plate1-9H","Y","20201208-Plate1","9H","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.865","-0.942",3.5,3.5,4.629,276.046,330.205,0,"0.500",0.03,"2.859",1.904,0,1,2,"SNH",NA,"20201208_Plate1_9H"
"Z2622","20201208-Plate1-10A","Y","20201208-Plate1","10A","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.879","-0.682",1.5,2.5,12.476,241.383,309.118,0,"0.379",0.023,"9.815",1.701,2,0.054,1.939,"HSH",NA,"20201208_Plate1_10A"
"Z2622","20201208-Plate1-10B","Y","20201208-Plate1","10B","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.790","-0.697",2.5,2.8,41.049,199.789,91.415,36.169,"-0.358",0.054,"1.967",1.473,0.4,1.87,0.073,"SHS",NA,"20201208_Plate1_10B"
"Z2622","20201208-Plate1-10C","Y","20201208-Plate1","10C","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.867","-0.936",5.3,5.5,7.524,97.145,116.956,0,"0.179",0.024,"4.023",2.815,0.756,0.808,1.279,"SSH",NA,"20201208_Plate1_10C"
"Z2622","20201208-Plate1-10D","Y","20201208-Plate1","10D","20201202","20201208-20201209",11,"Z3079-F11d","Z2860-M33b",NA,"-0.881","-0.967",2.8,2.8,8.111,233.467,232.169,0,"0.666",0.042,"2.919",2.04,0.154,1.525,0.158,"SHS",NA,"20201208_Plate1_10D"
