"fish_id","mother","father"
"20200714_Plate2_6H","Z2860_F46","Z2860_M48"
"20200714_Plate2_7A","Z2860_F46","Z2860_M48"
"20200714_Plate2_7B","Z2860_F46","Z2860_M48"
"20200714_Plate2_7C","Z2860_F47","Z3030_M49b"
"20200714_Plate2_7D","Z2860_F47","Z3030_M49b"
"20200714_Plate2_7E","Z2860_F47","Z3030_M49b"
"20200714_Plate2_7F","Z2860_F47","Z3030_M49b"
"20200714_Plate2_7G","Z2860_F47","Z3030_M49b"
"20200714_Plate2_7H","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8A","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8B","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8C","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8D","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8E","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8F","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8G","Z2860_F47","Z3030_M49b"
"20200714_Plate2_8H","Z2860_F47","Z3030_M49b"
"20200714_Plate2_9A","Z2860_F49","Z2860_M41"
"20200714_Plate2_9B","Z2860_F49","Z2860_M41"
"20200714_Plate2_9C","Z2860_F49","Z2860_M41"
"20200714_Plate2_9D","Z2860_F49","Z2860_M41"
"20200714_Plate2_9E","Z2860_F49","Z2860_M41"
"20200714_Plate2_9F","Z2860_F49","Z2860_M41"
"20200714_Plate2_9G","Z2860_F49","Z2860_M41"
"20200714_Plate2_9H","Z2860_F49","Z2860_M41"
"20200714_Plate2_10A","Z2860_F49","Z2860_M41"
"20200714_Plate2_10B","Z2860_F49","Z2860_M41"
"20200714_Plate2_10C","Z2860_F49","Z2860_M41"
"20200714_Plate2_10D","Z2860_F49","Z2860_M41"
"20200714_Plate2_10E","Z2860_F49","Z2860_M41"
"20200714_Plate2_10F","Z2860_F49","Z2860_M41"
"20200714_Plate2_10G","Z2860_F50","Z2860_M42"
"20200714_Plate2_10H","Z2860_F50","Z2860_M42"
"20200714_Plate2_11A","Z2860_F50","Z2860_M42"
"20200714_Plate2_11B","Z2860_F50","Z2860_M42"
"20200714_Plate2_11C","Z2860_F50","Z2860_M42"
"20200714_Plate2_11D","Z2860_F50","Z2860_M42"
"20200714_Plate2_11E","Z2860_F50","Z2860_M42"
"20200714_Plate2_11F","Z2860_F50","Z2860_M42"
"20200714_Plate2_11G","Z2860_F50","Z2860_M42"
"20200714_Plate2_11H","Z2860_F50","Z2860_M42"
"20200714_Plate2_12A","Z2860_F50","Z2860_M42"
"20200714_Plate2_12B","Z2860_F50","Z2860_M42"
"20200714_Plate2_12C","Z2860_F50","Z2860_M42"
"20200714_Plate2_12D","Z2860_F50","Z2860_M42"
"20200714_Plate2_12E","Z2860_F50","Z2860_M42"
"20200714_Plate2_12F","Z2860_F50","Z2860_M42"
"20200721_Plate1_1A","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1B","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1C","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1D","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1E","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1F","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1G","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_1H","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2A","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2B","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2C","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2D","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2E","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2F","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2G","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_2H","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_3A","Z2860_F3b","Z2860_M17a"
"20200721_Plate1_3B","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_3C","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_3D","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_3E","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_3F","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_3G","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_3H","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4A","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4B","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4C","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4D","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4E","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4F","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4G","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_4H","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_5A","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_5B","Z2860_F4c","Z3030_M18a"
"20200721_Plate1_5C","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_5D","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_5E","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_5F","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_5G","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_5H","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6A","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6B","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6C","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6D","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6E","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6F","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6G","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_6H","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_7A","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_7B","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_7C","Z3029_F5a","Z3029_M19a"
"20200721_Plate1_7D","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_7E","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_7F","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_7G","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_7H","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8A","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8B","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8C","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8D","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8E","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8F","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8G","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_8H","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_9A","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_9B","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_9C","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_9D","Z3029_F6b","Z2860_M20b"
"20200721_Plate1_9E","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_9F","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_9G","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_9H","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10A","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10B","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10C","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10D","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10E","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10F","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10G","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_10H","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_11A","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_11B","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_11C","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_11D","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_11E","Z2624_F12a","Z3030_M26c"
"20200721_Plate1_11F","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_11G","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_11H","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_12A","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_12B","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_12C","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_12D","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_12E","Z2860_F13a","Z3030_M27d"
"20200721_Plate1_12F","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1A","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1B","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1C","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1D","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1E","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1F","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1G","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_1H","Z2860_F13a","Z3030_M27d"
"20200721_Plate2_2A","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2B","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2C","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2D","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2E","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2F","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2G","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_2H","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3A","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3B","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3C","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3D","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3E","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3F","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3G","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_3H","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_4A","Z2860_F16b","Z2860_M30b"
"20200721_Plate2_4B","Z2622_F18","Z2622_M32a"
"20200721_Plate2_4C","Z2622_F18","Z2622_M32a"
"20200721_Plate2_4D","Z2622_F18","Z2622_M32a"
"20200721_Plate2_4E","Z2622_F18","Z2622_M32a"
"20200721_Plate2_4F","Z2622_F18","Z2622_M32a"
"20200721_Plate2_4G","Z2622_F18","Z2622_M32a"
"20200721_Plate2_4H","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5A","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5B","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5C","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5D","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5E","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5F","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5G","Z2622_F18","Z2622_M32a"
"20200721_Plate2_5H","Z2622_F18","Z2622_M32a"
"20200721_Plate2_6A","Z2622_F18","Z2622_M32a"
"20200721_Plate2_6B","Z2622_F18","Z2622_M32a"
"20200721_Plate2_6C","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_6D","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_6E","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_6F","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_6G","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_6H","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7A","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7B","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7C","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7D","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7E","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7F","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7G","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_7H","Z3030_F19a","Z2860_M33b"
"20200721_Plate2_8A","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8B","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8C","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8D","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8E","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8F","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8G","Z2622_F21","Z3030_M35b"
"20200721_Plate2_8H","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9A","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9B","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9C","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9D","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9E","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9F","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9G","Z2622_F21","Z3030_M35b"
"20200721_Plate2_9H","Z2622_F21","Z3030_M35b"
"20200721_Plate2_10A","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10B","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10C","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10D","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10E","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10F","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10G","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_10H","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11A","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11B","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11C","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11D","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11E","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11F","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11G","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_11H","Z2622_F23a","Z2860_M37a"
"20200721_Plate2_12A","Z2622_F1a","Z3030_M15a"
"20200721_Plate2_12B","Z2622_F1a","Z3030_M15a"
"20200721_Plate2_12C","Z2622_F1a","Z3030_M15a"
"20200721_Plate2_12D","Z2622_F1a","Z3030_M15a"
"20200721_Plate2_12E","Z2622_F14","Z3029_M28c"
"20200721_Plate2_12F","Z2622_F14","Z3029_M28c"
"20200728_Plate1_1A","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1B","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1C","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1D","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1E","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1F","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1G","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_1H","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2A","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2B","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2C","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2D","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2E","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2F","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2G","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_2H","Z3030_F26a","Z2860_M40b"
"20200728_Plate1_3A","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3B","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3C","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3D","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3E","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3F","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3G","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_3H","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4A","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4B","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4C","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4D","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4E","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4F","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4G","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_4H","Z3030_F30a","Z2860_M4d"
"20200728_Plate1_5A","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5B","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5C","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5D","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5E","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5F","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5G","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_5H","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6A","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6B","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6C","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6D","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6E","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6F","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6G","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_6H","Z2860_F32b","Z2860_M6b"
"20200728_Plate1_7A","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7B","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7C","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7D","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7E","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7F","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7G","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_7H","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8A","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8B","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8C","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8D","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8E","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8F","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8G","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_8H","Z2860_F35b","Z2860_M9c"
"20200728_Plate1_9A","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9B","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9C","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9D","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9E","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9F","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9G","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_9H","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10A","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10B","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10C","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10D","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10E","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10F","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10G","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_10H","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_11A","Z2860_F39a","Z2627_M13c"
"20200728_Plate1_11B","Z2860_F43","Z2860_M46"
"20200728_Plate1_11C","Z2860_F43","Z2860_M46"
"20200728_Plate1_11D","Z2860_F43","Z2860_M46"
"20200728_Plate1_11E","Z2860_F43","Z2860_M46"
"20200728_Plate1_11F","Z2860_F43","Z2860_M46"
"20200728_Plate1_11G","Z2860_F43","Z2860_M46"
"20200728_Plate1_11H","Z2860_F43","Z2860_M46"
"20200728_Plate1_12A","Z2860_F48","Z2860_M41"
"20200728_Plate1_12B","Z2860_F48","Z2860_M41"
"20200728_Plate1_12C","Z2860_F48","Z2860_M41"
"20200728_Plate1_12D","Z2860_F48","Z2860_M41"
"20200728_Plate1_12E","Z2860_F48","Z2860_M41"
"20200728_Plate1_12F","Z2860_F48","Z2860_M41"
"20200728_Plate2_1A","Z2860_F43","Z2860_M46"
"20200728_Plate2_1B","Z2860_F43","Z2860_M46"
"20200728_Plate2_1C","Z2860_F43","Z2860_M46"
"20200728_Plate2_1D","Z2860_F43","Z2860_M46"
"20200728_Plate2_1E","Z2860_F43","Z2860_M46"
"20200728_Plate2_1F","Z2860_F43","Z2860_M46"
"20200728_Plate2_1G","Z2860_F43","Z2860_M46"
"20200728_Plate2_1H","Z2860_F43","Z2860_M46"
"20200728_Plate2_2A","Z2860_F43","Z2860_M46"
"20200728_Plate2_2B","Z2860_F43","Z2860_M46"
"20200728_Plate2_2C","Z2860_F44a","Z2860_M47"
"20200728_Plate2_2D","Z2860_F44a","Z2860_M47"
"20200728_Plate2_2E","Z2860_F44a","Z2860_M47"
"20200728_Plate2_2F","Z2860_F44a","Z2860_M47"
"20200728_Plate2_2G","Z2860_F44a","Z2860_M47"
"20200728_Plate2_2H","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3A","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3B","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3C","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3D","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3E","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3F","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3G","Z2860_F44a","Z2860_M47"
"20200728_Plate2_3H","Z2860_F44a","Z2860_M47"
"20200728_Plate2_4A","Z2860_F44a","Z2860_M47"
"20200728_Plate2_4B","Z2860_F44a","Z2860_M47"
"20200728_Plate2_4C","Z2860_F44a","Z2860_M47"
"20200728_Plate2_4D","Z2860_F46","Z3030_M49b"
"20200728_Plate2_4E","Z2860_F46","Z3030_M49b"
"20200728_Plate2_4F","Z2860_F46","Z3030_M49b"
"20200728_Plate2_4G","Z2860_F46","Z3030_M49b"
"20200728_Plate2_4H","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5A","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5B","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5C","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5D","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5E","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5F","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5G","Z2860_F46","Z3030_M49b"
"20200728_Plate2_5H","Z2860_F46","Z3030_M49b"
"20200728_Plate2_6A","Z2860_F46","Z3030_M49b"
"20200728_Plate2_6B","Z2860_F46","Z3030_M49b"
"20200728_Plate2_6C","Z2860_F46","Z3030_M49b"
"20200728_Plate2_6D","Z2860_F46","Z3030_M49b"
"20200728_Plate2_6E","Z2860_F49","Z2860_M42a"
"20200728_Plate2_6F","Z2860_F49","Z2860_M42a"
"20200728_Plate2_6G","Z2860_F49","Z2860_M42a"
"20200728_Plate2_6H","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7A","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7B","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7C","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7D","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7E","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7F","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7G","Z2860_F49","Z2860_M42a"
"20200728_Plate2_7H","Z2860_F49","Z2860_M42a"
"20200728_Plate2_8A","Z2860_F49","Z2860_M42a"
"20200728_Plate2_8B","Z2860_F49","Z2860_M42a"
"20200728_Plate2_8C","Z2860_F49","Z2860_M42a"
"20200728_Plate2_8D","Z2860_F49","Z2860_M42a"
"20200728_Plate2_8E","Z2860_F49","Z2860_M42a"
"20200728_Plate2_8F","Z2860_F50","Z2860_M43"
"20200728_Plate2_8G","Z2860_F50","Z2860_M43"
"20200728_Plate2_8H","Z2860_F50","Z2860_M43"
"20200728_Plate2_9A","Z2860_F50","Z2860_M43"
"20200728_Plate2_9B","Z2860_F50","Z2860_M43"
"20200728_Plate2_9C","Z2860_F50","Z2860_M43"
"20200728_Plate2_9D","Z2860_F50","Z2860_M43"
"20200728_Plate2_9E","Z2860_F50","Z2860_M43"
"20200728_Plate2_9F","Z2860_F50","Z2860_M43"
"20200728_Plate2_9G","Z2860_F50","Z2860_M43"
"20200728_Plate2_9H","Z2860_F50","Z2860_M43"
"20200728_Plate2_10A","Z2860_F50","Z2860_M43"
"20200728_Plate2_10B","Z2860_F50","Z2860_M43"
"20200728_Plate2_10C","Z2860_F50","Z2860_M43"
"20200728_Plate2_10D","Z2860_F50","Z2860_M43"
"20200728_Plate2_10E","Z2860_F50","Z2860_M43"
"20200728_Plate2_10F","Z2860_F50","Z2860_M43"
"20200728_Plate2_10G","Z3030_F27a","Z2764_M1c"
"20200728_Plate2_10H","Z3030_F27a","Z2764_M1c"
"20200728_Plate2_11A","Z2860_F42","Z2860_M45"
"20200728_Plate2_11B","Z2860_F42","Z2860_M45"
"20200728_Plate2_11C","Z2860_F42","Z2860_M45"
"20200728_Plate2_11D","Z2860_F42","Z2860_M45"
"20200728_Plate2_11E","Z2860_F42","Z2860_M45"
"20200728_Plate2_11F","Z2860_F42","Z2860_M45"
"20200728_Plate2_11G","Z2860_F42","Z2860_M45"
"20200728_Plate2_11H","Z2860_F42","Z2860_M45"
"20200728_Plate2_12A","Z2860_F42","Z2860_M45"
"20200728_Plate2_12B","Z2860_F42","Z2860_M45"
"20200728_Plate2_12C","Z2860_F42","Z2860_M45"
"20200728_Plate2_12D","Z2860_F48","Z2860_M41"
"20200728_Plate2_12E","Z2860_F48","Z2860_M41"
"20200728_Plate2_12F","Z2860_F48","Z2860_M41"
"20200811_Plate1_1A","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1B","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1C","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1D","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1E","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1F","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1G","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_1H","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2A","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2B","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2C","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2D","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2E","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2F","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2G","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_2H","Z2860_F3b","Z3030_M18a"
"20200811_Plate1_3A","Z2860_F4c","Z3029_M19a"
"20200811_Plate1_3B","Z2860_F4c","Z3029_M19a"
"20200811_Plate1_3C","Z2860_F4c","Z3029_M19a"
"20200811_Plate1_3D","Z2860_F4c","Z3029_M19a"
"20200811_Plate1_3E","Z2860_F4c","Z3029_M19a"
"20200811_Plate1_3F","Z2860_F4c","Z3029_M19a"
